arm_id,canonical_id,stage,origin,activated_at,status,relation,contract_hash,contract_exact_group_size,economic_fingerprint,economic_family_size,dispatch_path,entry_family,exit_family,entry_fingerprint,exit_fingerprint,execution_fingerprint,revision_equivalence_group,frozen_buys,frozen_positions,frozen_tokens,delta_decisions,delta_opportunities,delta_buys,delta_buy_opportunities,contaminations,entry_detail,exit_detail,execution_detail
mature_new_acceptance_5u_v1,mature_new_acceptance_5u_v1,202,frozen_map,2026-09-06T15:29:28.508111Z,dormant_coverage_unknown,distinct,e1ddaf0a5f509fd0,1,b270536c83763290,1,forward_pattern_isolated,mature_new_acceptance,pattern_cost_scaleout,8e8c4877c37b7824,f2885349ec1e8444,ef6af75af2fe215f,,0,0,0,0,0,0,0,0,"{""dispatch"":{""contract"":""mature-new-acceptance/v1"",""control"":null,""direction"":""mature_new_acceptance"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""mature_new_acceptance"",""entry_filter"":{""contract"":""mature-new-acceptance/v1"",""direction"":""mature_new_acceptance"",""event_kinds"":[""independent_information"",""natural_reactivation""],""maximum_confirmation_gap_seconds"":90.0,""minimum_confirmation_gap_seconds"":15.0,""minimum_pool_age_seconds"":21600.0},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""required_inputs"":[""exact_pool_history"",""qualified_narrative_or_raw_quiet_reactivation"",""two_post_event_confirmations"",""next_frame_trade""]}}","{""capital_experiment"":false,""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[{""fraction_of_remaining"":0.5,""return"":0.3},{""fraction_of_remaining"":1.0,""return"":0.8}],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
watched_wallet_distribution_candidate_v1,watched_wallet_distribution_candidate_v1,203,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,same_entry_different_exit,ac5fbc6264eec5ff,1,369140d248fa66aa,1,cohort_isolated,broad_launch,capital_exit_existing_v1,b969be54a2cefc37,4186b876a52e07c5,ef6af75af2fe215f,,52,52,52,307,307,255,255,0,"{""dispatch"":{""contract"":null,""direction"":""broad_launch"",""mode"":""isolated_cohort_observer"",""path"":""cohort_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""broad_launch"",""entry_filter"":{""direction"":""broad_launch"",""paired_entry_kind"":""watched_wallet_distribution_s05""},""entry_gate"":""v6_asof_family"",""entry_match_mode"":""isolated_cohort_observer"",""no_historical_backfill"":true,""paired_opportunity_group"":""watched_wallet_distribution_s05"",""required_inputs"":[""broad_launch"",""participation_scan"",""original_pool_l0_frames""]}}","{""capital_exit_kind"":""watched_wallet_distribution"",""capital_exit_policy"":{},""capital_experiment"":false,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15,""wallet_exit_kind"":""watched_buy_then_sell_l0_weak"",""wallet_exit_policy"":{""maximum_frame_age_seconds"":15.0,""minimum_frame_span_seconds"":5.0,""minimum_weak_frames"":2,""version"":""watched-wallet-distribution/v1""}}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
watched_wallet_distribution_control_v1,watched_wallet_distribution_control_v1,204,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,same_entry_different_exit,262e7bd3d40a5c7d,1,2871501999d2cb1f,1,cohort_isolated,broad_launch,capital_exit_existing_v1,b969be54a2cefc37,3b88b3db91b6a83a,ef6af75af2fe215f,,52,52,52,307,307,255,255,0,"{""dispatch"":{""contract"":null,""direction"":""broad_launch"",""mode"":""isolated_cohort_observer"",""path"":""cohort_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""broad_launch"",""entry_filter"":{""direction"":""broad_launch"",""paired_entry_kind"":""watched_wallet_distribution_s05""},""entry_gate"":""v6_asof_family"",""entry_match_mode"":""isolated_cohort_observer"",""no_historical_backfill"":true,""paired_opportunity_group"":""watched_wallet_distribution_s05"",""required_inputs"":[""broad_launch"",""participation_scan"",""original_pool_l0_frames""]}}","{""capital_exit_policy"":{},""capital_experiment"":false,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15,""wallet_exit_policy"":{}}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
watched_wallet_confirmed_entry_candidate_v1,watched_wallet_confirmed_entry_candidate_v1,205,frozen_map,2026-09-06T15:29:28.508111Z,dormant_coverage_unknown,different_entry_same_exit,6a09f2a524a9ad54,1,2e1b18e90ad16c13,1,forward_pattern_isolated,wallet_confirmed_broad_opportunity,capital_exit_existing_v1,b06e8efb2d8472c6,1c72b6baf06ad0cd,ef6af75af2fe215f,,0,0,0,0,0,0,0,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""wallet_confirmed_broad_opportunity"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""wallet_confirmed_broad_opportunity"",""entry_filter"":{""direction"":""wallet_confirmed_broad_opportunity"",""paired_entry_kind"":""watched_wallet_confirmed_entry_s06"",""required_market_surface"":""solana_pumpswap""},""entry_gate"":""watched_buy_after_opportunity"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_opportunity_group"":""watched_wallet_confirmed_entry_s06"",""required_inputs"":[""broad_launch"",""participation_scan""],""wallet_entry_policy"":{""ttl_seconds"":600.0,""version"":""watched-wallet-confirmed-entry/v1""},""wallet_entry_role"":""candidate""}}","{""capital_exit_policy"":{},""capital_experiment"":false,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
watched_wallet_confirmed_entry_control_v1,watched_wallet_confirmed_entry_control_v1,206,frozen_map,2026-09-06T15:29:28.508111Z,active_with_buy,different_entry_same_exit,6a09f2a524a9ad54,1,4ba78499fc3a4a14,1,forward_pattern_isolated,wallet_confirmed_broad_opportunity,capital_exit_existing_v1,0dd6b903e6dd3070,1c72b6baf06ad0cd,ef6af75af2fe215f,,43,43,43,279,279,236,236,0,"{""dispatch"":{""contract"":null,""control"":null,""direction"":""wallet_confirmed_broad_opportunity"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_contract"":""strict_forward_asof_v1"",""entry_family"":""wallet_confirmed_broad_opportunity"",""entry_filter"":{""direction"":""wallet_confirmed_broad_opportunity"",""paired_entry_kind"":""watched_wallet_confirmed_entry_s06"",""required_market_surface"":""solana_pumpswap""},""entry_gate"":""same_opportunity_immediate_control"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_opportunity_group"":""watched_wallet_confirmed_entry_s06"",""required_inputs"":[""broad_launch"",""participation_scan""],""wallet_entry_policy"":{""ttl_seconds"":600.0,""version"":""watched-wallet-confirmed-entry/v1""},""wallet_entry_role"":""control""}}","{""capital_exit_policy"":{},""capital_experiment"":false,""exit_family"":""capital_exit_existing_v1"",""hard_stop_return"":-0.2,""max_hold_minutes"":15.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_boundary_retest_v1,finalist_boundary_retest_v1,207,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,different_entry_same_exit,d80987b97ed0d3dc,1,7e10a441cf231014,1,forward_pattern_isolated,boundary_retest,pattern_cost_scaleout,6299522e9c1418f5,8bc35cd9c5e5742e,ef6af75af2fe215f,,0,0,0,7,7,7,7,0,"{""dispatch"":{""contract"":""all-history-finalists/20260907-v1"",""control"":false,""direction"":""boundary_retest"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""boundary_retest"",""entry_filter"":{""contract"":""all-history-finalists/20260907-v1"",""control"":false,""direction"":""boundary_retest"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""require_post_decision_observation"":true}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[{""fraction_of_remaining"":0.5,""return"":0.3},{""fraction_of_remaining"":1.0,""return"":0.8}],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_seller_absorption_v1,finalist_seller_absorption_v1,208,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,different_entry_same_exit,0e127ba0a7b78e09,1,9b7063f7871ec104,1,forward_pattern_isolated,seller_absorption,pattern_cost_scaleout,4a2ed6a72c0d2494,8bc35cd9c5e5742e,ef6af75af2fe215f,,0,0,0,6,6,6,6,0,"{""dispatch"":{""contract"":""all-history-finalists/20260907-v1"",""control"":false,""direction"":""seller_absorption"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""seller_absorption"",""entry_filter"":{""contract"":""all-history-finalists/20260907-v1"",""control"":false,""direction"":""seller_absorption"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""require_post_decision_observation"":true}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[{""fraction_of_remaining"":0.5,""return"":0.3},{""fraction_of_remaining"":1.0,""return"":0.8}],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_price_then_depth_v1,finalist_price_then_depth_v1,209,frozen_map,2026-09-06T17:48:55.073054Z,dormant_coverage_unknown,different_entry_same_exit,f18954a8a1c724be,1,940d9b966939a8c5,1,forward_pattern_isolated,price_then_depth,pattern_cost_scaleout,442e3737ec0331cf,8bc35cd9c5e5742e,ef6af75af2fe215f,,0,0,0,0,0,0,0,0,"{""dispatch"":{""contract"":""all-history-finalists/20260907-v1"",""control"":false,""direction"":""price_then_depth"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""price_then_depth"",""entry_filter"":{""contract"":""all-history-finalists/20260907-v1"",""control"":false,""direction"":""price_then_depth"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""require_post_decision_observation"":true}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[{""fraction_of_remaining"":0.5,""return"":0.3},{""fraction_of_remaining"":1.0,""return"":0.8}],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_baseline_v1,finalist_baseline_v1,210,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,same_entry_different_exit,bca6bd5a39567563,1,384465d4178b8dae,1,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,7bddf52166c6cd9b,27e3095214c07da1,ef6af75af2fe215f,,0,0,0,264,264,264,264,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""finalist_exit_matched_v1"",""paired_entry_size"":5,""require_post_decision_observation"":true}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_profit_budget_v1,finalist_profit_budget_v1,211,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,same_entry_different_exit,2cf2a3e11b2cd943,1,458a358e70b23dde,1,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,7bddf52166c6cd9b,86365f6535b62b8d,ef6af75af2fe215f,,0,0,0,264,264,264,264,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""finalist_exit_matched_v1"",""paired_entry_size"":5,""require_post_decision_observation"":true}}","{""capital_exit_kind"":""finalist_profit_budget"",""capital_exit_policy"":{""kind"":""finalist_profit_budget"",""maximum_frame_age_seconds"":15,""maximum_gap_seconds"":60,""minimum_span_seconds"":5,""no_progress_seconds"":180,""profit_arm_fraction"":0.2,""profit_retrace_fraction"":0.5,""progress_fraction"":0.01,""version"":""all-history-finalists/20260907-v1/profit_budget""},""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_progress_clock_v1,finalist_progress_clock_v1,212,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,same_entry_different_exit,6123926bd1a68c5d,1,8545204977205a19,1,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,7bddf52166c6cd9b,7d46f7caf09b3141,ef6af75af2fe215f,,0,0,0,264,264,264,264,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""finalist_exit_matched_v1"",""paired_entry_size"":5,""require_post_decision_observation"":true}}","{""capital_exit_kind"":""finalist_progress_clock"",""capital_exit_policy"":{""kind"":""finalist_progress_clock"",""maximum_frame_age_seconds"":15,""maximum_gap_seconds"":60,""minimum_span_seconds"":5,""no_progress_seconds"":180,""profit_arm_fraction"":0.2,""profit_retrace_fraction"":0.5,""progress_fraction"":0.01,""version"":""all-history-finalists/20260907-v1/progress_clock""},""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_depth_divergence_v1,finalist_depth_divergence_v1,213,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,same_entry_different_exit,b63f4eefb052b216,1,32f34d37a405fd00,1,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,7bddf52166c6cd9b,e4ba8394a8c99b99,ef6af75af2fe215f,,0,0,0,264,264,264,264,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""finalist_exit_matched_v1"",""paired_entry_size"":5,""require_post_decision_observation"":true}}","{""capital_exit_kind"":""finalist_depth_divergence"",""capital_exit_policy"":{""kind"":""finalist_depth_divergence"",""maximum_frame_age_seconds"":15,""maximum_gap_seconds"":60,""minimum_span_seconds"":5,""no_progress_seconds"":180,""profit_arm_fraction"":0.2,""profit_retrace_fraction"":0.5,""progress_fraction"":0.01,""version"":""all-history-finalists/20260907-v1/depth_divergence""},""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
finalist_activity_failure_v1,finalist_activity_failure_v1,214,frozen_map,2026-09-06T17:48:55.073054Z,active_with_buy,same_entry_different_exit,00c31cdcf10b4710,1,81b2d758802168a0,1,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,7bddf52166c6cd9b,8f487f24bbd07f5f,ef6af75af2fe215f,,0,0,0,264,264,264,264,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""finalist_exit_matched_v1"",""paired_entry_size"":5,""require_post_decision_observation"":true}}","{""capital_exit_kind"":""finalist_activity_failure"",""capital_exit_policy"":{""kind"":""finalist_activity_failure"",""maximum_frame_age_seconds"":15,""maximum_gap_seconds"":60,""minimum_span_seconds"":5,""no_progress_seconds"":180,""profit_arm_fraction"":0.2,""profit_retrace_fraction"":0.5,""progress_fraction"":0.01,""version"":""all-history-finalists/20260907-v1/activity_failure""},""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
round2_chase_control_v1,round2_chase_control_v1,215,frozen_map,2026-09-06T19:51:52.750975Z,active_with_buy,different_entry_same_exit,bca6bd5a39567563,1,3c8f92ddd028b70f,2,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,a6cf81756dfee00a,27e3095214c07da1,ef6af75af2fe215f,,0,0,0,231,231,231,231,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""round2_chase"",""paired_entry_size"":2,""require_post_decision_observation"":true}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
round2_chase_candidate_v1,round2_chase_candidate_v1,216,frozen_map,2026-09-06T19:51:52.750975Z,active_with_buy,different_entry_same_exit,56971cfe85ebd6ab,1,3c8f92ddd028b70f,2,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,a6cf81756dfee00a,27e3095214c07da1,ef6af75af2fe215f,,0,0,0,189,189,189,189,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""round2_chase"",""paired_entry_size"":2,""require_post_decision_observation"":true}}","{""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
round2_slow_grace_control_v1,round2_slow_grace_control_v1,217,frozen_map,2026-09-06T19:51:52.750975Z,active_with_buy,same_entry_different_exit,6123926bd1a68c5d,1,30a90f129a4eda5e,1,forward_pattern_isolated,conditional_runner,pattern_cost_scaleout,ce15c916d08434d5,7d46f7caf09b3141,ef6af75af2fe215f,,0,0,0,304,304,304,304,0,"{""dispatch"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""mode"":""isolated_pattern_observer"",""path"":""forward_pattern_isolated""},""fields"":{""entry_family"":""conditional_runner"",""entry_filter"":{""contract"":""forward-patterns/v1"",""control"":false,""direction"":""conditional_runner"",""max_concurrent_positions"":4,""max_gap_seconds"":60,""occupied_signal_policy"":""reject_without_queue_or_replay""},""entry_gate"":""bounded_pattern_observer_v1"",""entry_match_mode"":""isolated_pattern_observer"",""no_historical_backfill"":true,""paired_entry_group"":""round2_slow_grace"",""paired_entry_size"":2,""require_post_decision_observation"":true}}","{""capital_exit_kind"":""finalist_progress_clock"",""capital_exit_policy"":{""kind"":""finalist_progress_clock"",""maximum_frame_age_seconds"":15,""maximum_gap_seconds"":60,""minimum_span_seconds"":5,""no_progress_seconds"":180,""profit_arm_fraction"":0.2,""profit_retrace_fraction"":0.5,""progress_fraction"":0.01,""version"":""all-history-finalists/20260907-v1/progress_clock""},""exact_risk_alerts"":""shadow_only_no_trading_authority"",""exit_family"":""pattern_cost_scaleout"",""exit_mode"":""market_mark_pattern_scaleout"",""hard_stop_return"":-0.2,""max_hold_minutes"":30.0,""take_profit"":[],""trailing_activate_return"":0.3,""trailing_drawdown"":0.15}","{""_execution"":{""additional_fee_usd_each_fill"":0.0,""buy_slippage_bps"":400,""min_pool_liquidity_usd"":1000.0,""sell_slippage_bps"":400},""execution_profile"":""dexscreener-market-paper/v2-before-after"",""notional_usd"":5.0}"
